ISBN,Title,Author,Book type,Original Price (RRP),Discounted price,ISBN-10,Published Date,Publisher,No. of Pages
9780141904252,The Outsider,Albert Camus,eBook,,$15.99, 9780141904252,,'Penguin Books Ltd',
9780307414090,book not found,,,,,,,,
9780748113330,Alias Grace,Margaret Atwood,eBook,,$12.99, 9780748113330,,'Digital original',
9781306300933,book not found,,,,, 9781306300933,,'US',
9781119387565,INSPIRED,Marty Cagan,eBook,,$34.99, 9781119387565,2017-11-21,"'Wiley', '2'",368
9780141909455,Sniper One,Dan Mills,eBook,,$14.99, 9780141909455,,'Penguin Books Ltd',
9780575085909,Red Seas Under Red Skies : Gentleman Bastard,Scott Lynch,eBook,,$12.99, 9780575085909,2009-3-12,"'Orion', 'Digital original'",640
9780141347660,book not found,,,,,,,,
9780748117222,A Memory of Light,Robert Jordan,eBook,,$11.99, 9780748117222,2013-4-9,"'Little, Brown Book Group', 'Digital original'",768
9780999676196,book not found,,,,, 9780999676196,,,
9780748116607,Ghost Story,Jim Butcher,eBook,,$12.99, 9780748116607,2011-7-28,"'Little, Brown Book Group', 'Digital original'",416
9781405922296,Tom Clancy's True Faith and Allegiance,Mark Greaney,eBook,,$15.99, 9781405922296,2016-12-1,'Penguin Books Ltd',496
9781407019666,Memoirs of a Geisha,Arthur Golden,eBook,,$15.99, 9781407019666,,'Random House',
9780307379962,book not found,,,,,,,,
9780141339214,The House of Hades (Heroes of Olympus Book 4),Rick Riordan,eBook,,$9.99, 9780141339214,2013-10-8,"'9 - 12 years old', '4'",560
9780141903491,Outliers,Malcolm Gladwell,eBook,,$15.99, 9780141903491,,'Penguin Books Ltd',
9780544188365,The Baking Bible,Rose Levy Beranbaum,eBook,,$42.99, 9780544188365,,,1
9781407034478,Equal Rites,Terry Pratchett,eBook,,$15.99, 9781407034478,2009-11-24,'Transworld',288
9780761184270,Cult Sci-Fi Movies,Danny Peary,eBook,,$5.99, 9780761184270,,'Digital Origina',
9780061755668,What Every BODY is Saying,Joe Navarro,eBook,,$11.99, 9780061755668,,'HarperCollins',
9780241981238,A Legacy of Spies,John le Carré,eBook,,$15.99, 9780241981238,2017-9-7,'Penguin Books Ltd',320
9780316486675,book not found,,,,, 9780316486675,2018-10-30,"'Little, Brown and Company'",400
9780998601731,book not found,,,,, 9780998601731,2020-6-25,'1',
9780393652253,Super Pumped,Mike Isaac,eBook,$27.80,$22.99, 9780393652253,,,
9780593074640,Shopaholic to the Rescue,Sophie Kinsella,eBook,,$15.99, 9780593074640,2015-10-22,"'Transworld', '8'",384
9780141375663,Two Can Keep a Secret,Karen M. McManus,eBook,,$12.99, 9780141375663,,"""Penguin Random House Children's UK""",
9780755353385,Rumour Has It,Jill Mansell,eBook,,$12.99, 9780755353385,,'Digital original',
9781407052472,The Hare With Amber Eyes: A Hidden Inheritance,Edmund De Waal,eBook,,$18.99, 9781407052472,,'Random House',
9780191579486,book not found,,,,, 9780191579486,,,
9781405916462,One with You,Sylvia Day,eBook,,$15.99, 9781405916462,2016-4-5,'Penguin Books Ltd',368
9780141919133,Percy Jackson and the Titan's Curse,Rick Riordan,eBook,,$12.99, 9780141919133,2008-5-1,"'9 - 12 years old', '3'",304
9780141931845,The Enemy,Charlie Higson,eBook,,$9.99, 9780141931845,2009-9-3,'9 - 12 years old',432
9780316403566,book not found,,,,, 9780316403566,,'US',
9780141956916,The Holy Roman Empire,Peter H. Wilson,eBook,,$18.99, 9780141956916,,'Penguin Books Ltd',
9780141347851,book not found,,,,,,,,
9781405939508,No One Home,Tim Weaver,eBook,,$15.99, 9781405939508,2019-5-16,'Penguin Books Ltd',400
9780241330258,The Librarian,Salley Vickers,eBook,,$15.99, 9780241330258,,'Penguin Books Ltd',
9780307271464,book not found,,,,,,,,
9781101137192,Atlas Shrugged,Ayn Rand,eBook,,$6.99, 9781101137192,,,
9780600630401,Quick Cooking for Diabetes,Louise Blair,eBook,,$10.99, 9780600630401,,'Digital original',
9780141344348,Reached,Ally Condie,eBook,,$9.99, 9780141344348,2012-11-30,"'9 - 12 years old', '3'",528
9780755350896,Centurion (Eagles of the Empire 8),Simon Scarrow,eBook,,$12.99, 9780755350896,2008-9-4,"'Headline', 'Digital original'",544
9780307432865,We,Yevgeny Zamyatin,eBook,$23.99,$19.99, 9780307432865,2007-12-18,,
9780857201171,Underworld London,Catharine Arnold,eBook,,$13.99, 9780857201171,,'Simon & Schuster UK',
9780997427738,book not found,,,,, 9780997427738,2018-5-15,'1',
9781401940591,The Dalai Lama's Cat,David Michie,eBook,,$1.99, 9781401940591,2012-10-1,'Hay House',217
9780241334690,book not found,,,,,,,,
9781401388881,book not found,,,,, 9781401388881,,"'8 - 17', 'Digital original'",
9780755118380,book not found,,,,, 9780755118380,,,
9780755350872,The Eagle's Prophecy (Eagles of the Empire 6),Simon Scarrow,eBook,,$12.99, 9780755350872,2008-9-4,"'Headline', 'Digital original'",448
9780307390530,book not found,,,,,,,,
9781448106899,The Godfather,Mario Puzo,eBook,,$15.99, 9781448106899,,'Random House',
9780141981796,Life 3.0,Max Tegmark,eBook,,$15.99, 9780141981796,,'Penguin Books Ltd',
9781787019768,book not found,,,,, 9781787019768,2018-8-1,'IE',
9780141903019,Bermondsey Boy,Tommy Steele,eBook,,$14.99, 9780141903019,,'Penguin Books Ltd',
9781407052564,book not found,,,,, 9781407052564,,'Random House',
9780547504810,Around My French Table,Dorie Greenspan,eBook,,$7.99, 9780547504810,,,
9781401953522,The Year of Less,Cait Flanders,eBook,,$2.99, 9781401953522,,,
9780768499544,The God Chasers Expanded Ed.,Tommy Tenney,eBook,$19.06,$15.99, 9780768499544,,,
9780141962511,Mercy,Jussi Adler-Olsen,eBook,,$15.99, 9780141962511,2011-5-12,'Penguin Books Ltd',512
9781405523707,The Difference a Day Makes,Carole Matthews,eBook,,$12.99, 9781405523707,,'Digital original',
9780330465601,book not found,,,,, 9780330465601,,,
9780141928005,The First Rumpole Omnibus,John Mortimer,eBook,,$16.99, 9780141928005,,'Penguin Books Ltd',
9781101157459,The Westing Game (Puffin Modern Classics),Ellen Raskin,eBook,$13.19,$10.99, 9781101157459,2004-4-12,'5 - 9',192
9780600623007,Hamlyn All Colour Cookery: 200 Super Soups,Sara Lewis,eBook,,$6.99, 9780600623007,2007-9-7,'Octopus',240
9780141946610,Our Street,Gilda O'Neill,eBook,,$15.99, 9780141946610,,'Penguin Books Ltd',
9780141339429,Legend,Marie Lu,eBook,,$4.99, 9780141339429,2012-2-2,"'9 - 12 years old', '1'",368
9780297859406,Gone Girl,,eBook,,$11.99, 9780297859406,,'Digital original',
9781283297073,book not found,,,,, 9781283297073,2011-9-7,"'Oxford University Press, USA'",464
9780575091504,The Blade Itself,Joe Abercrombie,eBook,,$12.99, 9780575091504,2009-6-18,"'Orion', 'Digital original'",544
9781405913652,The Fate of Ten,Pittacus Lore,eBook,,$15.99, 9781405913652,2015-9-10,"'12 - 18 years old', '6'",384
9780755351855,Sheer Mischief,Jill Mansell,eBook,,$12.99, 9780755351855,,'Digital original',
9781370201914,The Unbreakable Curse (Accursed Archangels #1),Alexia Purdy,eBook,,$0.00, 9781370201914,2018-3-26,'1',
9780718196080,The Heart is a Lonely Hunter,Carson McCullers,eBook,,$15.99, 9780718196080,2012-4-26,'Penguin Books Ltd',352
9780307272119,book not found,,,,,,,,
9780375980985,Where Do Diggers Sleep at Night?,Brianna Caplan Sayres,eBook,$11.99,$10.99, 9780375980985,2012-5-22,"""Random House Children's Books""",
9780241322345,The Constant Gardener,John le Carré,eBook,,$15.99, 9780241322345,2018-9-27,'Penguin Books Ltd',592
9780141924045,Snow Crash,Neal Stephenson,eBook,,$15.99, 9780141924045,,'Penguin Books Ltd',
9781101476772,Mercy Blade,Faith Hunter,eBook,$13.19,$10.99, 9781101476772,2011-1-4,'3',
9780998815596,book not found,,,,, 9780998815596,2019-3-19,'1',
9780743423083,Blue Gold,Clive Cussler,eBook,,$12.99, 9780743423083,,'Pocket Books',
9780743246392,The Great Gatsby,F. Scott Fitzgerald,eBook,,$11.99, 9780743246392,,'Scribner',
9780761176855,Pranklopedia,Julie Winterbottom,eBook,,$19.99, 9780761176855,,'Workman Publishing Company',
9780748130191,MaddAddam,Margaret Atwood,eBook,,$11.99, 9780748130191,2014-8-7,"'Little, Brown Book Group'",496
9780141983035,The Undoing Project,Michael Lewis,eBook,,$15.99, 9780141983035,,'Penguin Books Ltd',
9780330528405,book not found,,,,, 9780330528405,,,
9780141938363,Games People Play,Eric Berne,eBook,,$14.99, 9780141938363,,'Penguin Books Ltd',
9780571247905,Ghosts of Spain: Travels Through a Country's Hidden Past,Giles Tremlett,eBook,$16.49,$14.99, 9780571247905,,'Main',
9780241966846,I Am Zlatan Ibrahimovic,Zlatan Ibrahimovic,eBook,,$14.99, 9780241966846,,'Penguin Books Ltd',
9780648257714,Bye Baby,Daniel Donnelly,eBook,,$4.99, 9780648257714,,'1',
9780071817196,book not found,,,,,,,,
9781101203347,The F-Factor Diet,Tanya Zuckerbrot,eBook,$13.70,$11.99, 9781101203347,,,
9780463893999,book not found,,,,, 9780463893999,2019-9-24,,
9781102466550,"Hostile Witness, a Josie Bates Thriller",Rebecca Forster,eBook,,$0.00, 9781102466550,2015-11-13,'1',
9780141928920,Sea Lord,Bernard Cornwell,eBook,,$15.99, 9780141928920,,'Penguin Books Ltd',
9780748109326,Cause Of Death,Patricia Cornwell,eBook,,$4.99, 9780748109326,2008-9-4,"'Little, Brown Book Group', 'Digital original'",384
9780761171737,Home Ec for Everyone: Practical Life Skills in 118 Projects,Sharon Bowers,Paperback,,$27.75, 9781523512379,,"'1', '0.5'",
9780141904986,Fair Stood the Wind for France,H. E. Bates,eBook,,$15.99, 9780141904986,2005-4-7,'0 - 2 years old',256
9780241373361,The Secret Commonwealth: The Book of Dust Volume Two,Philip Pullman,eBook,,$14.99, 9780241373361,,"""Penguin Random House Children's UK""",
9781405930987,The Taking of Annie Thorne,C. J. Tudor,eBook,,$15.99, 9781405930987,,'Penguin Books Ltd',
9780748115440,Knife Of Dreams,Robert Jordan,eBook,,$12.99, 9780748115440,2010-8-24,"'Little, Brown Book Group', 'Digital original'",832
9780241321997,book not found,,,,,,,,
9780316260237,book not found,,,,, 9780316260237,,'Digital original',
9781405935050,Tom Clancy's Power and Empire,Marc Cameron,eBook,,$15.99, 9781405935050,2017-11-30,'Penguin Books Ltd',432
9780330469326,book not found,,,,, 9780330469326,,,
9781311614704,"Quran English Translation. Clear, Easy to Read, in Modern English.",Talal Itani,eBook,,$0.00, 9781311614704,,,
9780857200136,The Executioner,Chris Carter,eBook,,$4.99, 9780857200136,,'Simon & Schuster UK',
9780755375646,Revenge,Martina Cole,eBook,,$11.99, 9780755375646,,'Digital original',
9780156035002,book not found,,,,,,,,
9781405939775,The Chestnut Man,Søren Sveistrup,eBook,,$15.99, 9781405939775,,'Penguin Books Ltd',
9780241187173,Roller-Coaster,Ian Kershaw,eBook,,$18.99, 9780241187173,,'Penguin Books Ltd',
9780241968024,Hot Milk,Deborah Levy,eBook,,$15.99, 9780241968024,,'Penguin Books Ltd',
9781407058115,Don't Blink,James Patterson,eBook,,$15.99, 9781407058115,,'Random House',
9780748112517,Twilight,,eBook,,$11.99, 9780748112517,2009-2-26,"'14+ years old', '1'",464
9780141918921,"Thinking, Fast and Slow",Daniel Kahneman,eBook,,$18.99, 9780141918921,,'Penguin Books Ltd',
9780141398174,Wailing Ghosts,Pu Songling,eBook,,$1.99, 9780141398174,2015-2-26,'Penguin Books Ltd',80
9780440338789,book not found,,,,, 9780440338789,2009-8-18,'4',
9780356511115,Fallen,Benedict Jacka,eBook,,$11.99, 9780356511115,2019-10-10,"'Little, Brown Book Group'",384
9780349121321,The Glass Room,Simon Mawer,Paperback,$22.99,$20.40, 9780349121321,,"'GB', '2.7 x 12.9 x 19.7'",
9781401919269,The Law of Attraction,Esther Hicks,eBook,$18.34,$14.99, 9781401919269,,,
9780141915036,The Grapes of Wrath,Robert DeMott,eBook,,$15.99, 9780141915036,2001-4-26,'Penguin Books Ltd',544
9780141929453,Matilda,Roald Dahl,eBook,,$9.99, 9780141929453,,"""Penguin Random House Children's UK""",
9781370124954,Say You're Sorry,Ian C.P. Irvine,eBook,,$0.00, 9781370124954,,,
9780751558678,book not found,,,,, 9780751558678,,'Digital original',
9780761168935,Keep Your Brain Alive,Lawrence Katz,Paperback,,$20.25, 9780761168935,,"'US', '24.8 x 16 x 4.5'",
9780486114347,book not found,,,,, 9780486114347,2012-2-13,'Dover Publications',464
9781405941624,The Cabin,Jørn Lier Horst,eBook,,$15.99, 9781405941624,2019-8-8,'Penguin Books Ltd',400
9780230739062,book not found,,,,,,,,
9781250121301,Down a Dark Road,Linda Castillo,eBook,$14.95,$11.99, 9781250121301,2017-7-11,'9',
9780807000410,An Indigenous Peoples' History of the United States,Roxanne Dunbar-Ortiz,eBook,$26.34,$21.99, 9780807000410,2014-9-16,'3',
9781119475873,book not found,,,,, 9781119475873,,'US',
9780470893333,book not found,,,,, 9780470893333,2010-5-21,"'Wiley', '1'",240
9780241205648,Churchill,Andrew Roberts,eBook,,$18.99, 9780241205648,2018-10-4,'Penguin Books Ltd',1152
9780307459923,book not found,,,,,,,,
9780007321575,The Saddest Girl in the World,Cathy Glass,eBook,,$12.99, 9780007321575,,'HarperCollins Publishers',
9780141986296,Don't Touch My Hair,Emma Dabiri,eBook,,$15.99, 9780141986296,,'Penguin Books Ltd',
9781101905104,book not found,,,,, 9781101905104,,,
9780571248209,The Bell Jar,Sylvia Plath,eBook,$16.49,$14.99, 9780571248209,,'Faber & Faber',
9781841494197,Matter,Iain M. Banks,Paperback,$22.99,$20.50, 9781841494197,2009-2-1,"'Little Brown', '1'",656
9780761179580,The Silver Palate Cookbook,Sheila Lukins,eBook,,$29.99, 9780761179580,,'1',
9780486113739,The Lost World,Sir Arthur Conan Doyle,eBook,,$1.45, 9780486113739,2012-8-22,'Dover Publications',176
9781405913171,The Book of Souls,James Oswald,eBook,,$15.99, 9781405913171,2012-11-22,'Penguin Books Ltd',400
9780008139476,The Last Kingdom,Bernard Cornwell,Paperback,$22.99,$20.40, 9780007218011,2005-10-3,"'HarperCollins Publishers', '2.2 x 19.7 x 13'",327
9780751548761,Lazybones,Mark Billingham,Paperback,$22.99,$20.40, 9780751548761,2012-4-24,"'Little Brown', '1'",496
9780748123797,The Girl With All The Gifts,M. R. Carey,eBook,,$11.99, 9780748123797,2014-1-14,"'Little, Brown Book Group'",416
9781370148721,book not found,,,,, 9781370148721,,,
9781101220733,Why Does He Do That?,Lundy Bancroft,eBook,$25.70,$20.99, 9781101220733,,,
9780993683718,book not found,,,,, 9780993683718,2023-10-25,'1',
9780141975009,The Establishment,Owen Jones,eBook,,$15.99, 9780141975009,,'Penguin Books Ltd',
9780718198275,The Mystery of Mercy Close,Marian Keyes,eBook,,$15.99, 9780718198275,2012-9-13,'Penguin Books Ltd',528
9781407035437,Thud!,Terry Pratchett,eBook,,$15.99, 9781407035437,2009-12-1,'Transworld',464
9780141971742,Cinder,Marissa Meyer,eBook,,$12.99, 9780141971742,2012-1-5,"""Penguin Random House Children's UK""",400
9781281372062,book not found,,,,, 9781281372062,,'US',
9781310718595,The Complete Guide To Clinical Aromatherapy and the Essential Oils of The Physical Body,Elizabeth Ashley,eBook,,$0.00, 9781310718595,,,
9780062043689,book not found,,,,,,,,
9780141970745,Stuff Matters,Mark Miodownik,eBook,,$15.99, 9780141970745,,'Penguin Books Ltd',
9780141938653,Oh! to be in England,H. E. Bates,eBook,,$15.99, 9780141938653,2006-11-30,'Penguin Books Ltd',128
9780735638723,book not found,,,,, 9780735638723,2000-10-11,'1',400
9780571280605,book not found,,,,, 9780571280605,,"'Faber & Faber', 'Main'",
9780307483584,book not found,,,,, 9780307483584,2008-11-12,'7',
9780748111886,Cursor's Fury,Jim Butcher,eBook,,$11.99, 9780748111886,2009-7-2,"'Little, Brown Book Group', 'Digital original'",512
9780241303900,Maigret and the Old People,Georges Simenon,eBook,,$15.99, 9780241303900,2018-6-7,'Penguin Books Ltd',160
9780008131968,book not found,,,,, 9780008131968,,"'GB', '0.63'",
9780141373041,book not found,,,,,,,,
9780575097438,Words of Radiance,Brandon Sanderson,eBook,,$15.99, 9780575097438,2014-3-6,"'Orion', 'Digital original'",1088
9780748120024,Task Force Black,Mark Urban,eBook,,$12.99, 9780748120024,,'Digital original',
9781407016597,A Mercy,Toni Morrison,eBook,,$15.99, 9781407016597,,'1',
9780141354231,book not found,,,,,,,,
9780330465823,book not found,,,,, 9780330465823,,,
9781101902912,book not found,,,,, 9781101902912,,'US',
9780698159815,book not found,,,,, 9780698159815,2014-7-15,'6',384
9780241985120,All the Rage,Cara Hunter,eBook,,$15.99, 9780241985120,2019-12-19,'Penguin Books Ltd',416
9781405932264,Veg,Jamie Oliver,eBook,,$21.99, 9781405932264,,'Penguin Books Ltd',
9780767917902,book not found,,,,, 9780767917902,,"'US', '0.18'",
9780761189633,Younger Next Year: The Exercise Program,Chris Crowley,eBook,,$19.99, 9780761189633,2015-12-15,'Workman Publishing Company',176
9780307271341,book not found,,,,,,,,
9780241983218,The Silence of the Girls,Pat Barker,eBook,,$15.99, 9780241983218,,'Penguin Books Ltd',
9780307351937,book not found,,,,,,,,
9780755387168,Judge and Jury,James Patterson,eBook,,$12.99, 9780755387168,,'Digital original',
9780356504209,Strange Dogs,James S. A. Corey,eBook,,$2.99, 9780356504209,2017-7-18,"'Little, Brown Book Group', 'Digital original'",112
9780575097933,Do Androids Dream Of Electric Sheep?,,eBook,,$9.99, 9780575097933,2010-4-1,"'Orion', 'Digital original'",208
9780748116102,Death Masks,Jim Butcher,eBook,,$12.99, 9780748116102,2010-3-4,"'Little, Brown Book Group', 'Digital original'",416
9781405527231,The Chain Of Curiosity,Sandi Toksvig,eBook,,$12.99, 9781405527231,,'Digital original',
9780008117450,Ship of Magic,Robin Hobb,Paperback,$22.99,$20.40, 9780008117450,2015-8-13,"'HarperCollins Publishers', '19.5 x 12.5 x 5.5'",896
9780141924991,Till We Meet Again,Lesley Pearse,eBook,,$15.99, 9780141924991,,'Penguin Books Ltd',
9780297608905,The Second Half,Roy Keane,eBook,,$12.99, 9780297608905,,'Digital original',
9780544812154,Spring 2016 Young Adult Debut Novels,Clarion Books,eBook,,$0.00, 9780544812154,,,
9781302369941,Thanos Rising,Jason Aaron,eBook,$13.19,$10.99, 9781302369941,,,
9780810983915,Dog Days (Diary of a Wimpy Kid #4),Jeff Kinney,Hardcover,,$28.25, 9781419741883,2009-10-12,"'3 - 7', '20.32 x 14.48 x 2.29'",224
9780141924595,An Ice-cream War,William Boyd,eBook,,$15.99, 9780141924595,,'Penguin Books Ltd',
9780749009403,book not found,,,,, 9780749009403,2010-11-1,'12 - 17 years old',478
9780755388363,Fear Nothing (Detective D.D. Warren 7),Lisa Gardner,eBook,,$11.99, 9780755388363,2014-1-7,"'Headline', 'Digital original'",384
9780230764866,book not found,,,,,,,,
9780330514729,book not found,,,,, 9780330514729,,,
9781841495965,The Traitor Queen,Trudi Canavan,Paperback,$22.99,$20.40, 9781841495965,2013-7-30,"'Little Brown', '1'",544
9780786954063,The Halfling's Gem,R.A. Salvatore,eBook,$16.12,$12.99, 9780786954063,2009-6-23,'6',384
9780241957103,The Forty Rules of Love,Elif Shafak,eBook,,$15.99, 9780241957103,,'Penguin Books Ltd',
9781306981866,book not found,,,,, 9781306981866,,'US',
9780141915128,Want to Play?,P. J. Tracy,eBook,,$15.99, 9780141915128,2004-5-6,'Penguin Books Ltd',496
9781301529049,The Foxhole Court,Nora Sakavic,eBook,,$0.00, 9781301529049,,,
9780486113845,The Tempest,William Shakespeare,eBook,,$1.45, 9780486113845,2012-3-22,'Dover Publications',96
9780755350865,The Eagle's Prey (Eagles of the Empire 5),Simon Scarrow,eBook,,$12.99, 9780755350865,2008-9-4,"'Headline', 'Digital original'",448
9781119551416,book not found,,,,, 9781119551416,,'US',
9780141962535,Redemption,Jussi Adler-Olsen,eBook,,$15.99, 9780141962535,2013-7-18,'Penguin Books Ltd',640
9780793842902,How to Behave So Your Dog Behaves Revised and Updated 2nd Edition,Dr. Sophia Yin,eBook,$20.53,$16.99, 9780793842902,,,
